1,1,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
1,17,2
1,18,2
1,19,1
1,20,9
1,21,1
1,22,1
1,23,1
1,24,1
1,25,1
1,26,2
1,27,1
1,28,1
1,29,1
1,30,1
1,31,4
1,32,1
1,33,1
1,34,1
1,35,1
1,36,1
1,37,1
1,38,1
1,39,1
1,40,1
1,41,2
1,42,1
1,43,1
1,44,1
1,45,1
1,46,1
1,47,1
1,48,1
1,49,1
1,50,1
1,51,1
1,52,1
1,53,1
1,54,1
1,55,1
1,56,1
1,57,1
1,58,1
1,59,1
1,60,1
1,61,1
1,62,1
1,63,1
1,64,1
1,65,1
1,66,1
1,67,1
1,68,1
1,69,1
1,70,1
1,71,1
1,72,1
1,73,2
1,74,1
1,75,1
1,76,2
1,77,1
1,78,1
1,79,1
1,80,1
1,81,2
1,82,1
1,83,1
1,84,1
2,85,3
2,86,3
2,87,6
2,88,1
2,89,2
2,90,1
2,91,1
2,92,1
2,93,1
2,94,1
2,95,1
2,96,1
2,97,1
2,98,1
2,99,1
2,100,1
2,101,1
2,102,1
2,103,2
2,104,1
2,105,1
2,106,1
2,107,1
2,108,1
2,109,1
2,110,1
2,111,2
2,112,1
2,113,1
2,114,2
2,115,2
2,116,1
2,117,1
2,118,1
2,119,1
2,120,1
2,121,1
2,122,1
2,123,1
2,124,1
2,125,1
2,126,1
2,127,1
2,128,1
2,129,1
2,130,2
2,131,1
2,132,1
2,133,1
2,134,1
2,135,1
2,136,1
2,69,1
2,137,1
2,138,1
2,139,1
2,140,1
2,141,1
2,142,1
2,143,1
2,144,1
2,145,2
2,146,1
2,147,1
2,148,1
2,149,1
2,150,1
2,151,1
2,152,1
2,153,1
2,154,1
2,155,1
2,156,1
2,157,1
2,158,1
2,159,1
2,160,1
2,161,1
2,162,1
2,163,1
2,164,1
2,165,2
2,166,1
2,167,1
2,168,1
2,169,1
2,170,1
2,171,1
2,172,1
2,173,1
2,174,1
2,175,1
2,176,1
2,177,1
2,178,1
2,179,1
2,180,1
2,181,1
2,182,1
2,183,1
2,184,1
2,6,1
2,185,1
2,186,1
2,187,1
2,188,1
2,189,1
2,190,1
2,191,1
2,192,1
2,193,1
2,194,1
2,195,1
2,196,1
2,197,2
2,198,2
2,199,1
2,200,1
2,201,1
2,202,1
2,203,1
2,204,1
2,205,1
2,206,1
2,207,2
2,208,1
2,209,1
2,210,1
2,211,1
2,212,1
2,213,1
2,214,1
2,215,1
2,216,1
2,217,1
2,218,1
2,219,1
2,220,2
2,221,1
2,222,1
2,223,1
2,224,1
2,225,1
2,226,1
2,227,1
2,228,1
2,229,1
2,230,1
2,231,2
2,232,1
2,233,1
2,234,1
2,235,3
2,236,1
2,237,1
2,238,1
2,239,1
2,240,1
2,241,2
2,242,1
2,243,1
2,244,1
2,245,1
2,84,1
3,246,1
3,247,1
3,248,1
3,249,3
3,250,14
3,251,14
3,252,1
3,253,1
3,254,1
3,66,2
3,255,1
3,256,1
3,257,1
3,258,3
3,259,9
3,260,1
3,261,5
3,262,5
3,263,5
3,264,5
3,265,5
3,266,5
3,267,2
3,268,1
3,269,1
3,69,2
3,270,1
3,271,1
3,272,3
3,273,3
3,165,3
3,274,1
3,275,1
3,276,1
3,114,1
3,277,1
3,67,1
3,278,1
3,279,1
3,280,1
3,281,1
3,282,1
3,283,1
3,284,2
3,285,7
3,286,1
3,287,7
3,288,6
3,289,5
3,290,2
3,291,1
